name1,name2,race,tp,fp,tn,fn,total
Dat,Eun,Asian,12,6,18,64,100
Dat,Eun,Asian,12,6,18,64,100
Dat,Eun,Asian,12,6,18,64,100
Dat,Eun,Asian,12,6,18,64,100
Dat,Eun,Asian,12,6,18,64,100
Dat,Eun,Asian,12,6,18,64,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
Dat,Hanh,Asian,15,7,17,61,100
